strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
NIVA-CYA 261/2	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2612	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-2612
NIVA-CYA 262	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-262	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-262
NIVA-CYA 263/2	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2632	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-2632
NIVA-CYA 264	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-264	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-264
NIVA-CYA 265/1	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2651	https://norcca.scrol.net/species/tychonema-bornetii	Tychonema bornetii	177615	niva-cya-2651
NIVA-CYA 265/5	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2655	https://norcca.scrol.net/species/tychonema-bornetii	Tychonema bornetii	177615	niva-cya-2655
NIVA-CYA 27	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, benthic	https://norcca.scrol.net/strain/niva-cya-27	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-27
NIVA-CYA 270/1	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2701	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-2701
NIVA-CYA 270/2	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2702	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-2702
NIVA-CYA 271	Phormidium cf. subfuscum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-271	https://norcca.scrol.net/species/phormidium-cf-subfuscum	Phormidium cf. subfuscum	609516	niva-cya-271
NIVA-CYA 272	Komvophoron sp.	Cyanobacteria	Cyanophyceae	Freshwater, planktic	https://norcca.scrol.net/strain/niva-cya-272	https://norcca.scrol.net/species/komvophoron-sp	Komvophoron	146658	niva-cya-272
NIVA-CYA 273	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-273	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-273
NIVA-CYA 274	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-274	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-274
NIVA-CYA 275/17	Limnothrix planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-27517	https://norcca.scrol.net/species/limnothrix-planctonica	Limnothrix planctonica	177507	niva-cya-27517
NIVA-CYA 275/4	Limnothrix planctonica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-2754	https://norcca.scrol.net/species/limnothrix-planctonica	Limnothrix planctonica	177507	niva-cya-2754
NIVA-CYA 276/11	Pseudanabaena limnetica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-27611	https://norcca.scrol.net/species/pseudanabaena-limnetica	Pseudanabaena limnetica	177590	niva-cya-27611
NIVA-CYA 276/12	Pseudanabaena limnetica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-27612	https://norcca.scrol.net/species/pseudanabaena-limnetica	Pseudanabaena limnetica	177590	niva-cya-27612
NIVA-CYA 276/6	Pseudanabaena limnetica	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-2766	https://norcca.scrol.net/species/pseudanabaena-limnetica	Pseudanabaena limnetica	177590	niva-cya-2766
NIVA-CYA 277/1	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-2771	https://norcca.scrol.net/species/pseudanabaena-redekei	Pseudanabaena redekei	177508	niva-cya-2771
NIVA-CYA 277/5	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-2775	https://norcca.scrol.net/species/pseudanabaena-redekei	Pseudanabaena redekei	177508	niva-cya-2775
NIVA-CYA 278	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-278	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-278
NIVA-CYA 279	Microcystis cf. ichthyoblabe	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-279	https://norcca.scrol.net/species/microcystis-cf-ichthyoblabe	Microcystis cf. ichthyoblabe	177245	niva-cya-279
NIVA-CYA 28	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-28	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-28
NIVA-CYA 280	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Marine	https://norcca.scrol.net/strain/niva-cya-280	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-280
NIVA-CYA 282	Anabaena oscillarioides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-282	https://norcca.scrol.net/species/anabaena-oscillarioides	Anabaena oscillarioides	239061	niva-cya-282
NIVA-CYA 284	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-284	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-284
NIVA-CYA 285	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-285	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-285
NIVA-CYA 286	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-286	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-286
NIVA-CYA 287	Phormidium sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-287	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-287
NIVA-CYA 288	Anabaena sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-288	https://norcca.scrol.net/species/anabaena-sp	Anabaena	146585	niva-cya-288
NIVA-CYA 289	Phormidium sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-289	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-289
NIVA-CYA 29	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-29	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-29
NIVA-CYA 290	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-290	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-290
NIVA-CYA 291	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-291	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-291
NIVA-CYA 293/1	Rhabdogloea cf. linearis	Cyanobacteria	Cyanophyceae	Pond	https://norcca.scrol.net/strain/niva-cya-2931	https://norcca.scrol.net/species/rhabdogloea-cf-linearis	Rhabdogloea cf. linearis	177454	niva-cya-2931
NIVA-CYA 295	Nostoc sp.	Cyanobacteria	Cyanophyceae	Limestone gravel, epibiont	https://norcca.scrol.net/strain/niva-cya-295	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-295
NIVA-CYA 296/2	Phormidium cf. favosum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2962	https://norcca.scrol.net/species/phormidium-cf-favosum	Phormidium cf. favosum	610167	niva-cya-2962
NIVA-CYA 299	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-299	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-299
NIVA-CYA 3	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Pond, freshwater	https://norcca.scrol.net/strain/niva-cya-3	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-3
NIVA-CYA 30	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-30	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-30
NIVA-CYA 300	Microcoleus amoenus	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-300	https://norcca.scrol.net/species/microcoleus-amoenus	Microcoleus amoenus	840001	niva-cya-300
NIVA-CYA 303	Spirulina subsalsa	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-303	https://norcca.scrol.net/species/spirulina-subsalsa	Spirulina subsalsa	660753	niva-cya-303
NIVA-CYA 304	Cyanothece sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-304	https://norcca.scrol.net/species/cyanothece-sp	Cyanothece	345462	niva-cya-304
NIVA-CYA 305	Nostoc sp.	Cyanobacteria	Cyanophyceae	Limestone gravel, epibiont	https://norcca.scrol.net/strain/niva-cya-305	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-305
NIVA-CYA 306	Nostoc sp.	Cyanobacteria	Cyanophyceae	Nutrient rich spring beneath bird rock.	https://norcca.scrol.net/strain/niva-cya-306	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-306
NIVA-CYA 307	Nostoc sp.	Cyanobacteria	Cyanophyceae	Epilithic, limestone and dolomite gravel	https://norcca.scrol.net/strain/niva-cya-307	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-307
NIVA-CYA 308	Nostoc sp.	Cyanobacteria	Cyanophyceae	Wetland, alluvial sediments, brackish.	https://norcca.scrol.net/strain/niva-cya-308	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-308
NIVA-CYA 309	Nostoc sp.	Cyanobacteria	Cyanophyceae	Wetland, alluvial sediments.	https://norcca.scrol.net/strain/niva-cya-309	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-309
NIVA-CYA 31	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-31	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-31
NIVA-CYA 310	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-310	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-310
NIVA-CYA 311	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-311	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-311
NIVA-CYA 312	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil, rice field	https://norcca.scrol.net/strain/niva-cya-312	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-312
NIVA-CYA 313	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-313	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-313
NIVA-CYA 314	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-314	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-314
NIVA-CYA 315	Microcoleus amoenus	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-315	https://norcca.scrol.net/species/microcoleus-amoenus	Microcoleus amoenus	840001	niva-cya-315
NIVA-CYA 316	Symploca sp.	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-316	https://norcca.scrol.net/species/symploca-sp	Symploca	178510	niva-cya-316
NIVA-CYA 317	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Freshwater, swimming pool	https://norcca.scrol.net/strain/niva-cya-317	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-317
NIVA-CYA 318	Phormidium cf. favosum	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-318	https://norcca.scrol.net/species/phormidium-cf-favosum	Phormidium cf. favosum	610167	niva-cya-318
NIVA-CYA 319	Nostoc sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-319	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-319
NIVA-CYA 32	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-32	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Dolichospermum lemmermannii	625374	niva-cya-32
NIVA-CYA 320	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-320	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-320
NIVA-CYA 321	Microcoleus amoenus	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-321	https://norcca.scrol.net/species/microcoleus-amoenus	Microcoleus amoenus	840001	niva-cya-321
NIVA-CYA 322	Symploca sp.	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-322	https://norcca.scrol.net/species/symploca-sp	Symploca	178510	niva-cya-322
NIVA-CYA 323	Anabaena subcylindrica	Cyanobacteria	Cyanophyceae	Mineral spring	https://norcca.scrol.net/strain/niva-cya-323	https://norcca.scrol.net/species/anabaena-subcylindrica	Anabaena subcylindrica	177649	niva-cya-323
NIVA-CYA 324/1	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-3241	https://norcca.scrol.net/species/microcystis-sp	Microcystis	146557	niva-cya-3241
NIVA-CYA 324/3	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-3243	https://norcca.scrol.net/species/microcystis-sp	Microcystis	146557	niva-cya-3243
NIVA-CYA 325	Microcoleus amoenus	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-325	https://norcca.scrol.net/species/microcoleus-amoenus	Microcoleus amoenus	840001	niva-cya-325
NIVA-CYA 326/2	Kamptonema cf. okenii	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-3262	https://norcca.scrol.net/species/kamptonema-cf-okenii	Kamptonema cf. okenii	837164	niva-cya-3262
NIVA-CYA 326/5	Kamptonema cf. okenii	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-3265	https://norcca.scrol.net/species/kamptonema-cf-okenii	Kamptonema cf. okenii	837164	niva-cya-3265
NIVA-CYA 327	Phormidium sp.	Cyanobacteria	Cyanophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-cya-327	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-327
NIVA-CYA 328	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-328	https://norcca.scrol.net/species/synechococcus-sp	Synechococcus	160572	niva-cya-328
NIVA-CYA 329	Chroococcus cf. submarinus	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-329	https://norcca.scrol.net/species/chroococcus-cf-submarinus	Chroococcus cf. submarinus	609438	niva-cya-329
NIVA-CYA 33/1	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-331	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-331
NIVA-CYA 33/3	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-333	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-333
NIVA-CYA 33/4	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-334	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-334
NIVA-CYA 33/5	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-335	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-335
NIVA-CYA 33/6	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-336	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-336
NIVA-CYA 330	Chroococcus cf. dispersus	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-330	https://norcca.scrol.net/species/chroococcus-cf-dispersus	Chroococcus cf. dispersus	146569	niva-cya-330
NIVA-CYA 331	Chroococcus cf. submarinus	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-331-0	https://norcca.scrol.net/species/chroococcus-cf-submarinus	Chroococcus cf. submarinus	609438	niva-cya-331-0
NIVA-CYA 332	Kamptonema laetevirens	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-332	https://norcca.scrol.net/species/kamptonema-laetevirens	Kamptonema laetevirens	840974	niva-cya-332
NIVA-CYA 333	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Brackish water	https://norcca.scrol.net/strain/niva-cya-333-0	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-333-0
NIVA-CYA 336	Calothrix sp. ?	Cyanobacteria	Cyanophyceae	Freshwater, pond	https://norcca.scrol.net/strain/niva-cya-336-0	https://norcca.scrol.net/species/calothrix-sp	Calothrix ?	146624	niva-cya-336-0
NIVA-CYA 337	Anabaena torulosa	Cyanobacteria	Cyanophyceae	Freshwater, pond	https://norcca.scrol.net/strain/niva-cya-337	https://norcca.scrol.net/species/anabaena-torulosa	Anabaena torulosa	146714	niva-cya-337
NIVA-CYA 338	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-338	https://norcca.scrol.net/species/aphanizomenon-gracile	Aphanizomenon gracile	248100	niva-cya-338
NIVA-CYA 339	Snowella lacustris	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-339	https://norcca.scrol.net/species/snowella-lacustris	Snowella lacustris	146645	niva-cya-339
NIVA-CYA 34	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-34	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-34
NIVA-CYA 340	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater,benthic	https://norcca.scrol.net/strain/niva-cya-340	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-340
NIVA-CYA 342	Phormidium sp.	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-342	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-342
NIVA-CYA 343	Phormidium cf. breve	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-343	https://norcca.scrol.net/species/phormidium-cf-breve	Phormidium cf. breve	146702	niva-cya-343
NIVA-CYA 344	Nostoc sp.	Cyanobacteria	Cyanophyceae		https://norcca.scrol.net/strain/niva-cya-344	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-344
NIVA-CYA 345	Tolypothrix sp. ?	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-345	https://norcca.scrol.net/species/tolypothrix-sp	Tolypothrix ?	147183	niva-cya-345
NIVA-CYA 348	Cyanocystis violacea	Cyanobacteria	Cyanophyceae	Marine	https://norcca.scrol.net/strain/niva-cya-348	https://norcca.scrol.net/species/cyanocystis-violacea	Cyanocystis violacea	178441	niva-cya-348
NIVA-CYA 35	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-35	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-35
NIVA-CYA 350	Oscillatoria limosa	Cyanobacteria	Cyanophyceae	Freshwater, benthic	https://norcca.scrol.net/strain/niva-cya-350	https://norcca.scrol.net/species/oscillatoria-limosa	Oscillatoria limosa	146554	niva-cya-350
NIVA-CYA 351/1	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-3511	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-3511
NIVA-CYA 351/2	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-3512	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-3512
NIVA-CYA 357	Microcystis cf. botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-357	https://norcca.scrol.net/species/microcystis-cf-botrys	Microcystis cf. botrys	578236	niva-cya-357
NIVA-CYA 358	Dolichospermum cf. spiroides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-358	https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Dolichospermum cf.roides	625411	niva-cya-358
NIVA-CYA 359	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-359	https://norcca.scrol.net/species/synechococcus-sp	Synechococcus	160572	niva-cya-359
